Time Bucket,Market,Entry Date,Exit Date,Days Held,Win,P&L,P&L %,Volume
<3d,Washington Presidential Election Winner,2024-11-03,2024-11-05,2,No,-8.38,-8.4,139558.22
3-7d,Washington Presidential Election Winner,2024-10-31,2024-11-05,5,Yes,9.08,9.1,139558.22
7-30d,Washington Presidential Election Winner,2024-10-26,2024-11-05,10,Yes,9.61,9.6,139558.22
7-30d,Washington Presidential Election Winner,2024-10-16,2024-11-05,20,Yes,10.15,10.2,139558.22
>30d,Washington Presidential Election Winner,2024-10-06,2024-11-05,30,Yes,9.40,9.4,139558.22
>30d,Washington Presidential Election Winner,2024-09-06,2024-11-05,60,Yes,8.50,8.5,139558.22
>30d,Washington Presidential Election Winner,2024-08-07,2024-11-05,90,Yes,8.95,9.0,139558.22
<3d,Washington Presidential Election Winner,2024-11-04,2024-11-05,1,No,-8.48,-8.5,228352.57
<3d,Washington Presidential Election Winner,2024-11-03,2024-11-05,2,No,-8.42,-8.4,228352.57
3-7d,Washington Presidential Election Winner,2024-10-31,2024-11-05,5,Yes,10.31,10.3,228352.57
7-30d,Washington Presidential Election Winner,2024-10-26,2024-11-05,10,No,-9.06,-9.1,228352.57
7-30d,Washington Presidential Election Winner,2024-10-16,2024-11-05,20,No,-9.28,-9.3,228352.57
>30d,Washington Presidential Election Winner,2024-10-06,2024-11-05,30,No,-9.40,-9.4,228352.57
>30d,Washington Presidential Election Winner,2024-09-06,2024-11-05,60,Yes,7.84,7.8,228352.57
>30d,Washington Presidential Election Winner,2024-08-07,2024-11-05,90,No,-7.73,-7.7,228352.57
<3d,Virginia Presidential Election Winner,2024-11-04,2024-11-05,1,Yes,8.96,9.0,4684337.34
<3d,Virginia Presidential Election Winner,2024-11-03,2024-11-05,2,Yes,9.30,9.3,4684337.34
3-7d,Virginia Presidential Election Winner,2024-10-31,2024-11-05,5,Yes,8.64,8.6,4684337.34
7-30d,Virginia Presidential Election Winner,2024-10-26,2024-11-05,10,No,-9.81,-9.8,4684337.34
7-30d,Virginia Presidential Election Winner,2024-10-16,2024-11-05,20,No,-8.22,-8.2,4684337.34
>30d,Virginia Presidential Election Winner,2024-10-06,2024-11-05,30,Yes,9.02,9.0,4684337.34
>30d,Virginia Presidential Election Winner,2024-09-06,2024-11-05,60,No,-8.99,-9.0,4684337.34
>30d,Virginia Presidential Election Winner,2024-08-07,2024-11-05,90,No,-9.37,-9.4,4684337.34
<3d,Virginia Presidential Election Winner,2024-11-04,2024-11-05,1,Yes,8.29,8.3,5686644.97
<3d,Virginia Presidential Election Winner,2024-11-03,2024-11-05,2,Yes,8.86,8.9,5686644.97
3-7d,Virginia Presidential Election Winner,2024-10-31,2024-11-05,5,No,-9.21,-9.2,5686644.97
7-30d,Virginia Presidential Election Winner,2024-10-26,2024-11-05,10,Yes,9.56,9.6,5686644.97
7-30d,Virginia Presidential Election Winner,2024-10-16,2024-11-05,20,No,-9.91,-9.9,5686644.97
>30d,Virginia Presidential Election Winner,2024-10-06,2024-11-05,30,Yes,10.73,10.7,5686644.97
>30d,Virginia Presidential Election Winner,2024-09-06,2024-11-05,60,Yes,9.16,9.2,5686644.97
>30d,Virginia Presidential Election Winner,2024-08-07,2024-11-05,90,Yes,8.65,8.7,5686644.97
<3d,Virginia Presidential Election Winner,2024-11-04,2024-11-05,1,Yes,9.54,9.5,10128418.66
<3d,Virginia Presidential Election Winner,2024-11-03,2024-11-05,2,Yes,9.85,9.9,10128418.66
3-7d,Virginia Presidential Election Winner,2024-10-31,2024-11-05,5,No,-9.86,-9.9,10128418.66
7-30d,Virginia Presidential Election Winner,2024-10-26,2024-11-05,10,Yes,8.20,8.2,10128418.66
7-30d,Virginia Presidential Election Winner,2024-10-16,2024-11-05,20,No,-8.56,-8.6,10128418.66
>30d,Virginia Presidential Election Winner,2024-10-06,2024-11-05,30,Yes,10.04,10.0,10128418.66
>30d,Virginia Presidential Election Winner,2024-09-06,2024-11-05,60,No,-9.03,-9.0,10128418.66
>30d,Virginia Presidential Election Winner,2024-08-07,2024-11-05,90,No,-8.55,-8.5,10128418.66
<3d,Trump Margin of Victory in Missouri Cauc,2024-03-01,2024-03-02,1,Yes,9.62,9.6,45200.00
<3d,Trump Margin of Victory in Missouri Cauc,2024-02-29,2024-03-02,2,No,-9.31,-9.3,45200.00
3-7d,Trump Margin of Victory in Missouri Cauc,2024-02-26,2024-03-02,5,Yes,9.26,9.3,45200.00
7-30d,Trump Margin of Victory in Missouri Cauc,2024-02-21,2024-03-02,10,Yes,8.55,8.6,45200.00
7-30d,Trump Margin of Victory in Missouri Cauc,2024-02-11,2024-03-02,20,Yes,8.05,8.1,45200.00
>30d,Trump Margin of Victory in Missouri Cauc,2024-02-01,2024-03-02,30,No,-8.78,-8.8,45200.00
>30d,Trump Margin of Victory in Missouri Cauc,2024-01-02,2024-03-02,60,Yes,8.86,8.9,45200.00
>30d,Trump Margin of Victory in Missouri Cauc,2023-12-03,2024-03-02,90,No,-7.76,-7.8,45200.00
<3d,Trump Margin of Victory in Missouri Cauc,2024-03-01,2024-03-02,1,Yes,8.48,8.5,51.05
<3d,Trump Margin of Victory in Missouri Cauc,2024-02-29,2024-03-02,2,Yes,8.91,8.9,51.05
3-7d,Trump Margin of Victory in Missouri Cauc,2024-02-26,2024-03-02,5,No,-8.37,-8.4,51.05
7-30d,Trump Margin of Victory in Missouri Cauc,2024-02-21,2024-03-02,10,Yes,9.14,9.1,51.05
7-30d,Trump Margin of Victory in Missouri Cauc,2024-02-11,2024-03-02,20,No,-8.06,-8.1,51.05
>30d,Trump Margin of Victory in Missouri Cauc,2024-02-01,2024-03-02,30,No,-8.94,-8.9,51.05
>30d,Trump Margin of Victory in Missouri Cauc,2024-01-02,2024-03-02,60,Yes,9.15,9.1,51.05
>30d,Trump Margin of Victory in Missouri Cauc,2023-12-03,2024-03-02,90,No,-9.37,-9.4,51.05
<3d,Trump Margin of Victory in Missouri Cauc,2024-03-01,2024-03-02,1,Yes,8.57,8.6,400.11
<3d,Trump Margin of Victory in Missouri Cauc,2024-02-29,2024-03-02,2,Yes,8.43,8.4,400.11
3-7d,Trump Margin of Victory in Missouri Cauc,2024-02-26,2024-03-02,5,No,-8.94,-8.9,400.11
7-30d,Trump Margin of Victory in Missouri Cauc,2024-02-21,2024-03-02,10,Yes,9.17,9.2,400.11
7-30d,Trump Margin of Victory in Missouri Cauc,2024-02-11,2024-03-02,20,No,-9.43,-9.4,400.11
>30d,Trump Margin of Victory in Missouri Cauc,2024-02-01,2024-03-02,30,No,-10.43,-10.4,400.11
>30d,Trump Margin of Victory in Missouri Cauc,2024-01-02,2024-03-02,60,No,-8.76,-8.8,400.11
>30d,Trump Margin of Victory in Missouri Cauc,2023-12-03,2024-03-02,90,Yes,9.53,9.5,400.11
<3d,Trump Margin of Victory in Missouri Cauc,2024-03-01,2024-03-02,1,Yes,8.93,8.9,30.41
<3d,Trump Margin of Victory in Missouri Cauc,2024-02-29,2024-03-02,2,Yes,8.85,8.8,30.41
3-7d,Trump Margin of Victory in Missouri Cauc,2024-02-26,2024-03-02,5,Yes,8.94,8.9,30.41
7-30d,Trump Margin of Victory in Missouri Cauc,2024-02-21,2024-03-02,10,Yes,9.65,9.6,30.41
7-30d,Trump Margin of Victory in Missouri Cauc,2024-02-11,2024-03-02,20,No,-8.53,-8.5,30.41
>30d,Trump Margin of Victory in Missouri Cauc,2024-02-01,2024-03-02,30,Yes,9.92,9.9,30.41
>30d,Trump Margin of Victory in Missouri Cauc,2024-01-02,2024-03-02,60,Yes,9.32,9.3,30.41
>30d,Trump Margin of Victory in Missouri Cauc,2023-12-03,2024-03-02,90,Yes,8.57,8.6,30.41
<3d,Trump Margin of Victory in Missouri Cauc,2024-03-01,2024-03-02,1,No,-9.73,-9.7,238.70
<3d,Trump Margin of Victory in Missouri Cauc,2024-02-29,2024-03-02,2,Yes,7.94,7.9,238.70
3-7d,Trump Margin of Victory in Missouri Cauc,2024-02-26,2024-03-02,5,No,-9.97,-10.0,238.70
7-30d,Trump Margin of Victory in Missouri Cauc,2024-02-21,2024-03-02,10,No,-9.37,-9.4,238.70
7-30d,Trump Margin of Victory in Missouri Cauc,2024-02-11,2024-03-02,20,Yes,8.56,8.6,238.70
>30d,Trump Margin of Victory in Missouri Cauc,2024-02-01,2024-03-02,30,No,-9.02,-9.0,238.70
>30d,Trump Margin of Victory in Missouri Cauc,2024-01-02,2024-03-02,60,Yes,8.66,8.7,238.70
>30d,Trump Margin of Victory in Missouri Cauc,2023-12-03,2024-03-02,90,No,-8.69,-8.7,238.70
<3d,Trump Margin of Victory in Missouri Cauc,2024-03-01,2024-03-02,1,Yes,9.30,9.3,450.08
<3d,Trump Margin of Victory in Missouri Cauc,2024-02-29,2024-03-02,2,Yes,8.80,8.8,450.08
3-7d,Trump Margin of Victory in Missouri Cauc,2024-02-26,2024-03-02,5,Yes,10.00,10.0,450.08
7-30d,Trump Margin of Victory in Missouri Cauc,2024-02-21,2024-03-02,10,No,-9.11,-9.1,450.08
7-30d,Trump Margin of Victory in Missouri Cauc,2024-02-11,2024-03-02,20,No,-8.07,-8.1,450.08
>30d,Trump Margin of Victory in Missouri Cauc,2024-02-01,2024-03-02,30,No,-8.64,-8.6,450.08
>30d,Trump Margin of Victory in Missouri Cauc,2024-01-02,2024-03-02,60,Yes,9.88,9.9,450.08
>30d,Trump Margin of Victory in Missouri Cauc,2023-12-03,2024-03-02,90,Yes,9.77,9.8,450.08
<3d,Vermont Presidential Election Winner,2024-11-04,2024-11-05,1,Yes,9.25,9.3,151103.25
<3d,Vermont Presidential Election Winner,2024-11-03,2024-11-05,2,Yes,8.33,8.3,151103.25
3-7d,Vermont Presidential Election Winner,2024-10-31,2024-11-05,5,No,-10.13,-10.1,151103.25
7-30d,Vermont Presidential Election Winner,2024-10-26,2024-11-05,10,Yes,9.85,9.9,151103.25
7-30d,Vermont Presidential Election Winner,2024-10-16,2024-11-05,20,Yes,8.93,8.9,151103.25
>30d,Vermont Presidential Election Winner,2024-10-06,2024-11-05,30,Yes,8.85,8.8,151103.25
>30d,Vermont Presidential Election Winner,2024-09-06,2024-11-05,60,No,-9.28,-9.3,151103.25
>30d,Vermont Presidential Election Winner,2024-08-07,2024-11-05,90,No,-7.85,-7.8,151103.25
<3d,Vermont Presidential Election Winner,2024-11-04,2024-11-05,1,No,-9.11,-9.1,137102.64
<3d,Vermont Presidential Election Winner,2024-11-03,2024-11-05,2,Yes,9.67,9.7,137102.64
3-7d,Vermont Presidential Election Winner,2024-10-31,2024-11-05,5,Yes,8.55,8.6,137102.64
7-30d,Vermont Presidential Election Winner,2024-10-26,2024-11-05,10,No,-9.35,-9.4,137102.64
7-30d,Vermont Presidential Election Winner,2024-10-16,2024-11-05,20,No,-8.40,-8.4,137102.64
>30d,Vermont Presidential Election Winner,2024-10-06,2024-11-05,30,No,-7.88,-7.9,137102.64
>30d,Vermont Presidential Election Winner,2024-09-06,2024-11-05,60,Yes,9.71,9.7,137102.64
>30d,Vermont Presidential Election Winner,2024-08-07,2024-11-05,90,No,-8.75,-8.7,137102.64
<3d,Vermont Presidential Election Winner,2024-11-04,2024-11-05,1,No,-8.69,-8.7,122905.98
<3d,Vermont Presidential Election Winner,2024-11-03,2024-11-05,2,Yes,9.11,9.1,122905.98
3-7d,Vermont Presidential Election Winner,2024-10-31,2024-11-05,5,Yes,9.53,9.5,122905.98
7-30d,Vermont Presidential Election Winner,2024-10-26,2024-11-05,10,No,-8.43,-8.4,122905.98
7-30d,Vermont Presidential Election Winner,2024-10-16,2024-11-05,20,No,-8.32,-8.3,122905.98
>30d,Vermont Presidential Election Winner,2024-10-06,2024-11-05,30,No,-8.10,-8.1,122905.98
>30d,Vermont Presidential Election Winner,2024-09-06,2024-11-05,60,No,-8.74,-8.7,122905.98
>30d,Vermont Presidential Election Winner,2024-08-07,2024-11-05,90,No,-8.92,-8.9,122905.98
